grid_id,x,y,mean_activity,median_activity,std_activity,min_activity,max_activity,valid_days,zero_activity_days,zero_activity_ratio,activity_class,mean_inflow,median_inflow,std_inflow,min_inflow,max_inflow,zero_inflow_days,zero_inflow_ratio,inflow_active_days,inflow_active_ratio,pre_activity_mean,pre_activity_median,pre_activity_std,pre_days,pre_mean_inflow,pre_median_inflow,pre_std_inflow,pre_active_days,pre_active_ratio,baseline_class,january_activity_mean,january_activity_median,january_activity_std,january_days,january_mean_inflow,january_median_inflow,january_std_inflow,post_activity_mean,post_activity_median,post_activity_std,post_days,post_mean_inflow,post_median_inflow,post_std_inflow,impact_change,impact_ratio,impact_class,impact_magnitude,affected_by_earthquake,inflow_change,inflow_impact_ratio,activity_loss,activity_recovered,inflow_loss,inflow_recovered,recovery_ratio,inflow_recovery_ratio,recovery_status,baseline_classification,final_class,classification_reason
1_29,29,1,0.0799042158224258,0.0,0.3876392094891967,0.0,3.806917010678741,292,278,0.952054794520548,LowActivity,0.0799042158224258,0.0,0.3876392094891967,0.0,3.806917010678741,278,0.952054794520548,14,0.047945205479452,0.0696477635141257,0.0,0.2930876957058749,54,0.0696477635141257,0.0,0.2930876957058749,3,0.0555555555555555,InsufficientBaseline,0.251461801547981,0.0,0.6470776794535167,28,0.251461801547981,0.0,0.6470776794535167,0.0596672445097242,0.0,0.3591138242549937,210,0.0596672445097242,0.0,0.3591138242549937,0.1818140380338552,,InsufficientBaseline,0.1818140380338552,False,0.1818140380338552,,-0.1818140380338552,-0.1917945570382567,-0.1818140380338552,-0.1917945570382567,,,InsufficientBaseline,InsufficientBaseline,Emergent / Temporary Activity,"Baseline insufficient, but activity appears during January or Post period"
1_31,31,1,0.0477487591322765,0.0,0.2929690488645537,0.0,2.344029590706941,292,284,0.9726027397260274,LowActivity,0.0477487591322765,0.0,0.2929690488645537,0.0,2.344029590706941,284,0.9726027397260274,8,0.0273972602739726,0.0386314721770516,0.0,0.2838821845389051,54,0.0386314721770516,0.0,0.2838821845389051,1,0.0185185185185185,InsufficientBaseline,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0564597055669712,0.0,0.3141122310726079,210,0.0564597055669712,0.0,0.3141122310726079,-0.0386314721770516,,InsufficientBaseline,0.0386314721770516,False,-0.0386314721770516,,0.0386314721770516,0.0564597055669712,0.0386314721770516,0.0564597055669712,,,InsufficientBaseline,InsufficientBaseline,Emergent / Temporary Activity,"Baseline insufficient, but activity appears during January or Post period"
1_32,32,1,0.0155597302969309,0.0,0.155789697912098,0.0,1.8813492459775212,292,289,0.9897260273972602,LowActivity,0.0155597302969309,0.0,0.155789697912098,0.0,1.8813492459775212,289,0.9897260273972602,3,0.0102739726027397,0.0,0.0,0.0,54,0.0,0.0,0.0,0,0.0,InsufficientBaseline,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0216354345081134,0.0,0.1834685809088405,210,0.0216354345081134,0.0,0.1834685809088405,0.0,,InsufficientBaseline,0.0,False,0.0,,0.0,0.0216354345081134,0.0,0.0216354345081134,,,InsufficientBaseline,InsufficientBaseline,Emergent / Temporary Activity,"Baseline insufficient, but activity appears during January or Post period"
1_34,34,1,0.0091595922025843,0.0,0.1120088531032357,0.0,1.5593751203974042,292,290,0.9931506849315068,LowActivity,0.0091595922025843,0.0,0.1120088531032357,0.0,1.5593751203974042,290,0.9931506849315068,2,0.0068493150684931,0.0,0.0,0.0,54,0.0,0.0,0.0,0,0.0,InsufficientBaseline,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0127361948721648,0.0,0.1319945467680177,210,0.0127361948721648,0.0,0.1319945467680177,0.0,,InsufficientBaseline,0.0,False,0.0,,0.0,0.0127361948721648,0.0,0.0127361948721648,,,InsufficientBaseline,InsufficientBaseline,Emergent / Temporary Activity,"Baseline insufficient, but activity appears during January or Post period"
1_35,35,1,0.007483335475432,0.0,0.1278752926591177,0.0,2.1851339588261536,292,291,0.9965753424657534,LowActivity,0.007483335475432,0.0,0.1278752926591177,0.0,2.1851339588261536,291,0.9965753424657534,1,0.0034246575342465,0.0,0.0,0.0,54,0.0,0.0,0.0,0,0.0,InsufficientBaseline,0.0,0.0,0.0,28,0.0,0.0,0.0,0.010405399803934,0.0,0.1507885687535342,210,0.010405399803934,0.0,0.1507885687535342,0.0,,InsufficientBaseline,0.0,False,0.0,,0.0,0.010405399803934,0.0,0.010405399803934,,,InsufficientBaseline,InsufficientBaseline,Emergent / Temporary Activity,"Baseline insufficient, but activity appears during January or Post period"
1_37,37,1,0.0192824242027561,0.0,0.1951587128550559,0.0,2.484806511740445,292,289,0.9897260273972602,LowActivity,0.0192824242027561,0.0,0.1951587128550559,0.0,2.484806511740445,289,0.9897260273972602,3,0.0102739726027397,0.032591180659956,0.0,0.2394952881952675,54,0.032591180659956,0.0,0.2394952881952675,1,0.0185185185185185,InsufficientBaseline,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0184311624360341,0.0,0.1959297973719318,210,0.0184311624360341,0.0,0.1959297973719318,-0.032591180659956,,InsufficientBaseline,0.032591180659956,False,-0.032591180659956,,0.032591180659956,0.0184311624360341,0.032591180659956,0.0184311624360341,,,InsufficientBaseline,InsufficientBaseline,Emergent / Temporary Activity,"Baseline insufficient, but activity appears during January or Post period"
1_38,38,1,0.0034486526228705,0.0,0.0589306018522096,0.0,1.007006565878192,292,291,0.9965753424657534,LowActivity,0.0034486526228705,0.0,0.0589306018522096,0.0,1.007006565878192,291,0.9965753424657534,1,0.0034246575342465,0.0,0.0,0.0,54,0.0,0.0,0.0,0,0.0,InsufficientBaseline,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0047952693613247,0.0,0.0694900549144157,210,0.0047952693613247,0.0,0.0694900549144157,0.0,,InsufficientBaseline,0.0,False,0.0,,0.0,0.0047952693613247,0.0,0.0047952693613247,,,InsufficientBaseline,InsufficientBaseline,Emergent / Temporary Activity,"Baseline insufficient, but activity appears during January or Post period"
1_40,40,1,0.0035824608431907,0.0,0.0612171177233501,0.0,1.0460785662116965,292,291,0.9965753424657534,LowActivity,0.0035824608431907,0.0,0.0612171177233501,0.0,1.0460785662116965,291,0.9965753424657534,1,0.0034246575342465,0.0,0.0,0.0,54,0.0,0.0,0.0,0,0.0,InsufficientBaseline,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0049813265057699,0.0,0.0721862790908922,210,0.0049813265057699,0.0,0.0721862790908922,0.0,,InsufficientBaseline,0.0,False,0.0,,0.0,0.0049813265057699,0.0,0.0049813265057699,,,InsufficientBaseline,InsufficientBaseline,Emergent / Temporary Activity,"Baseline insufficient, but activity appears during January or Post period"
1_42,42,1,0.0178092896350929,0.0,0.1772767527219149,0.0,2.056583958729544,292,289,0.9897260273972602,LowActivity,0.0178092896350929,0.0,0.1772767527219149,0.0,2.056583958729544,289,0.9897260273972602,3,0.0102739726027397,0.0582171965688444,0.0,0.3017348554913732,54,0.0582171965688444,0.0,0.3017348554913732,2,0.037037037037037,InsufficientBaseline,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0097932569463311,0.0,0.1419177759815216,210,0.0097932569463311,0.0,0.1419177759815216,-0.0582171965688444,,InsufficientBaseline,0.0582171965688444,False,-0.0582171965688444,,0.0582171965688444,0.0097932569463311,0.0582171965688444,0.0097932569463311,,,InsufficientBaseline,InsufficientBaseline,Emergent / Temporary Activity,"Baseline insufficient, but activity appears during January or Post period"
1_44,44,1,1.2653191126217933,1.1303647608388787,1.4129163738455153,0.0,6.529292148619553,292,137,0.4691780821917808,LowActivity,1.2653191126217933,1.1303647608388787,1.4129163738455153,0.0,6.529292148619553,137,0.4691780821917808,155,0.5308219178082192,0.8611278801862478,0.0,1.078093279511489,54,0.8611278801862478,0.0,1.078093279511489,23,0.4259259259259259,InsufficientBaseline,1.0752860882477075,0.0,1.3509315021423238,28,1.0752860882477075,0.0,1.3509315021423238,1.3945917375455736,1.3168727589320757,1.4782533835768543,210,1.3945917375455736,1.3168727589320757,1.4782533835768543,0.2141582080614598,,InsufficientBaseline,0.2141582080614598,False,0.2141582080614598,,-0.2141582080614598,0.3193056492978661,-0.2141582080614598,0.3193056492978661,,,InsufficientBaseline,InsufficientBaseline,Emergent / Temporary Activity,"Baseline insufficient, but activity appears during January or Post period"
1_45,45,1,0.0071606605150082,0.0,0.0863987844987343,0.0,1.070518764070738,292,290,0.9931506849315068,LowActivity,0.0071606605150082,0.0,0.0863987844987343,0.0,1.070518764070738,290,0.9931506849315068,2,0.0068493150684931,0.0,0.0,0.0,54,0.0,0.0,0.0,0,0.0,InsufficientBaseline,0.0,0.0,0.0,28,0.0,0.0,0.0,0.009956727954202,0.0,0.1018112501138531,210,0.009956727954202,0.0,0.1018112501138531,0.0,,InsufficientBaseline,0.0,False,0.0,,0.0,0.009956727954202,0.0,0.009956727954202,,,InsufficientBaseline,InsufficientBaseline,Emergent / Temporary Activity,"Baseline insufficient, but activity appears during January or Post period"
1_46,46,1,0.054601893928145,0.0,0.311000074701287,0.0,2.886953332972336,292,282,0.9657534246575342,LowActivity,0.054601893928145,0.0,0.311000074701287,0.0,2.886953332972336,282,0.9657534246575342,10,0.0342465753424657,0.1209552745547599,0.0,0.4495959998626976,54,0.1209552745547599,0.0,0.4495959998626976,4,0.074074074074074,InsufficientBaseline,0.0490233581365579,0.0,0.2594072281251744,28,0.0490233581365579,0.0,0.2594072281251744,0.0382834008249413,0.0,0.2707526027765137,210,0.0382834008249413,0.0,0.2707526027765137,-0.0719319164182019,,InsufficientBaseline,0.0719319164182019,False,-0.0719319164182019,,0.0719319164182019,-0.0107399573116166,0.0719319164182019,-0.0107399573116166,,,InsufficientBaseline,InsufficientBaseline,Emergent / Temporary Activity,"Baseline insufficient, but activity appears during January or Post period"
1_47,47,1,0.2212799151500068,0.0,0.5853847641638681,0.0,2.865160591787583,292,252,0.863013698630137,LowActivity,0.2212799151500068,0.0,0.5853847641638681,0.0,2.865160591787583,252,0.863013698630137,40,0.136986301369863,0.193106045780616,0.0,0.5750757724701869,54,0.193106045780616,0.0,0.5750757724701869,6,0.1111111111111111,InsufficientBaseline,0.1445393663997509,0.0,0.5780287614778917,28,0.1445393663997509,0.0,0.5780287614778917,0.2387566975831224,0.0,0.5905868821629726,210,0.2387566975831224,0.0,0.5905868821629726,-0.0485666793808651,,InsufficientBaseline,0.0485666793808651,False,-0.0485666793808651,,0.0485666793808651,0.0942173311833714,0.0485666793808651,0.0942173311833714,,,InsufficientBaseline,InsufficientBaseline,Emergent / Temporary Activity,"Baseline insufficient, but activity appears during January or Post period"
1_48,48,1,0.2640868743856402,0.0,0.6102876684089529,0.0,3.324191567782625,292,240,0.821917808219178,LowActivity,0.2640868743856402,0.0,0.6102876684089529,0.0,3.324191567782625,240,0.821917808219178,52,0.1780821917808219,0.3598242903385404,0.0,0.6931352875174445,54,0.3598242903385404,0.0,0.6931352875174445,13,0.2407407407407407,InsufficientBaseline,0.2132375655928836,0.0,0.5337128972793828,28,0.2132375655928836,0.0,0.5337128972793828,0.2462485895510715,0.0,0.597422752023645,210,0.2462485895510715,0.0,0.597422752023645,-0.1465867247456568,,InsufficientBaseline,0.1465867247456568,False,-0.1465867247456568,,0.1465867247456568,0.0330110239581879,0.1465867247456568,0.0330110239581879,,,InsufficientBaseline,InsufficientBaseline,Emergent / Temporary Activity,"Baseline insufficient, but activity appears during January or Post period"
1_49,49,1,0.4086418975328766,0.0,0.8076341866891715,0.0,4.344001033325879,292,222,0.7602739726027398,LowActivity,0.4086418975328766,0.0,0.8076341866891715,0.0,4.344001033325879,222,0.7602739726027398,70,0.2397260273972602,0.4979242252293107,0.0,0.9919687042678874,54,0.4979242252293107,0.0,0.9919687042678874,13,0.2407407407407407,InsufficientBaseline,0.1453213057458138,0.0,0.4393478337571968,28,0.1453213057458138,0.0,0.4393478337571968,0.4207929969349258,0.0,0.7888114275265588,210,0.4207929969349258,0.0,0.7888114275265588,-0.3526029194834969,,InsufficientBaseline,0.3526029194834969,False,-0.3526029194834969,,0.3526029194834969,0.275471691189112,0.3526029194834969,0.275471691189112,,,InsufficientBaseline,InsufficientBaseline,Emergent / Temporary Activity,"Baseline insufficient, but activity appears during January or Post period"
1_50,50,1,0.4939011550653802,0.0,0.9352286339317158,0.0,4.481083520443262,292,218,0.7465753424657534,LowActivity,0.4939011550653802,0.0,0.9352286339317158,0.0,4.481083520443262,218,0.7465753424657534,74,0.2534246575342466,0.3810001768985456,0.0,0.7742656141650585,54,0.3810001768985456,0.0,0.7742656141650585,12,0.2222222222222222,InsufficientBaseline,0.4743469225025491,0.0,1.0263930287677148,28,0.4743469225025491,0.0,1.0263930287677148,0.5255400661738009,0.0,0.961950301356111,210,0.5255400661738009,0.0,0.961950301356111,0.0933467456040035,,InsufficientBaseline,0.0933467456040035,False,0.0933467456040035,,-0.0933467456040035,0.0511931436712517,-0.0933467456040035,0.0511931436712517,,,InsufficientBaseline,InsufficientBaseline,Emergent / Temporary Activity,"Baseline insufficient, but activity appears during January or Post period"
1_51,51,1,0.5047289242716432,0.0,0.9806945706854244,0.0,5.125179918313719,292,217,0.7431506849315068,LowActivity,0.5047289242716432,0.0,0.9806945706854244,0.0,5.125179918313719,217,0.7431506849315068,75,0.2568493150684932,0.2943792970463703,0.0,0.8628464289249682,54,0.2943792970463703,0.0,0.8628464289249682,8,0.1481481481481481,InsufficientBaseline,0.4008528056868413,0.0,0.817918398366405,28,0.4008528056868413,0.0,0.817918398366405,0.5726689775599251,0.0,1.0229202273029436,210,0.5726689775599251,0.0,1.0229202273029436,0.106473508640471,,InsufficientBaseline,0.106473508640471,False,0.106473508640471,,-0.106473508640471,0.1718161718730838,-0.106473508640471,0.1718161718730838,,,InsufficientBaseline,InsufficientBaseline,Emergent / Temporary Activity,"Baseline insufficient, but activity appears during January or Post period"
1_52,52,1,0.1368142758047862,0.0,0.4671419214827936,0.0,3.138753506512467,292,267,0.9143835616438356,LowActivity,0.1368142758047862,0.0,0.4671419214827936,0.0,3.138753506512467,267,0.9143835616438356,25,0.0856164383561643,0.1563013661391858,0.0,0.4626444203968255,54,0.1563013661391858,0.0,0.4626444203968255,6,0.1111111111111111,InsufficientBaseline,0.1025576957709115,0.0,0.3877812512744057,28,0.1025576957709115,0.0,0.3877812512744057,0.1363708537233143,0.0,0.4794576962985565,210,0.1363708537233143,0.0,0.4794576962985565,-0.0537436703682743,,InsufficientBaseline,0.0537436703682743,False,-0.0537436703682743,,0.0537436703682743,0.0338131579524028,0.0537436703682743,0.0338131579524028,,,InsufficientBaseline,InsufficientBaseline,Emergent / Temporary Activity,"Baseline insufficient, but activity appears during January or Post period"
1_53,53,1,0.1323286807548512,0.0,0.4511502427469781,0.0,3.651291533414075,292,266,0.910958904109589,LowActivity,0.1323286807548512,0.0,0.4511502427469781,0.0,3.651291533414075,266,0.910958904109589,26,0.0890410958904109,0.1232087681467136,0.0,0.4007846005811609,54,0.1232087681467136,0.0,0.4007846005811609,5,0.0925925925925925,InsufficientBaseline,0.0727037032878066,0.0,0.384711836585931,28,0.0727037032878066,0.0,0.384711836585931,0.1426237981354068,0.0,0.4721601311414127,210,0.1426237981354068,0.0,0.4721601311414127,-0.050505064858907,,InsufficientBaseline,0.050505064858907,False,-0.050505064858907,,0.050505064858907,0.0699200948476001,0.050505064858907,0.0699200948476001,,,InsufficientBaseline,InsufficientBaseline,Emergent / Temporary Activity,"Baseline insufficient, but activity appears during January or Post period"
1_54,54,1,0.0905053907865507,0.0,0.3651977394430932,0.0,2.5121937216828374,292,274,0.9383561643835616,LowActivity,0.0905053907865507,0.0,0.3651977394430932,0.0,2.5121937216828374,274,0.9383561643835616,18,0.0616438356164383,0.0761002705448509,0.0,0.3319890332739642,54,0.0761002705448509,0.0,0.3319890332739642,3,0.0555555555555555,InsufficientBaseline,0.0,0.0,0.0,28,0.0,0.0,0.0,0.1062769500011946,0.0,0.3954054943697329,210,0.1062769500011946,0.0,0.3954054943697329,-0.0761002705448509,,InsufficientBaseline,0.0761002705448509,False,-0.0761002705448509,,0.0761002705448509,0.1062769500011946,0.0761002705448509,0.1062769500011946,,,InsufficientBaseline,InsufficientBaseline,Emergent / Temporary Activity,"Baseline insufficient, but activity appears during January or Post period"
