grid_id,x,y,mean_activity,median_activity,std_activity,min_activity,max_activity,valid_days,zero_activity_days,zero_activity_ratio,activity_class,mean_inflow,median_inflow,std_inflow,min_inflow,max_inflow,zero_inflow_days,zero_inflow_ratio,inflow_active_days,inflow_active_ratio,pre_activity_mean,pre_activity_median,pre_activity_std,pre_days,pre_mean_inflow,pre_median_inflow,pre_std_inflow,pre_active_days,pre_active_ratio,baseline_class,january_activity_mean,january_activity_median,january_activity_std,january_days,january_mean_inflow,january_median_inflow,january_std_inflow,post_activity_mean,post_activity_median,post_activity_std,post_days,post_mean_inflow,post_median_inflow,post_std_inflow,impact_change,impact_ratio,impact_class,impact_magnitude,affected_by_earthquake,inflow_change,inflow_impact_ratio,activity_loss,activity_recovered,inflow_loss,inflow_recovered,recovery_ratio,inflow_recovery_ratio,recovery_status,baseline_classification,final_class,classification_reason
1_66,66,1,3.629608786641551,3.654480149562503,1.2047788973761604,0.0,7.032277880623267,292,5,0.0171232876712328,Active,3.629608786641551,3.654480149562503,1.2047788973761604,0.0,7.032277880623267,5,0.0171232876712328,287,0.9828767123287672,4.075851444454792,4.105112632826748,1.0736199921385332,54,4.075851444454792,4.105112632826748,1.0736199921385332,54,1.0,SufficientBaseline,3.2522512812296847,3.182904937388742,0.86959910592585,28,3.2522512812296847,3.182904937388742,0.86959910592585,3.565175008687347,3.616744256104589,1.2475115999895603,210,3.565175008687347,3.616744256104589,1.2475115999895603,-0.8236001632251075,-0.202068248671236,Decrease,0.8236001632251075,True,-0.8236001632251075,-0.202068248671236,0.8236001632251075,0.3129237274576621,0.8236001632251075,0.3129237274576621,,,NotAffected,SufficientBaseline,Persistent Decrease,Baseline sufficient; inflow decreased >= 20%; no meaningful recovery
4_57,57,4,1.6385429488641696,1.5818859979823765,1.6217619441187554,0.0,8.287375413878458,292,104,0.3561643835616438,LowActivity,1.6385429488641696,1.5818859979823765,1.6217619441187554,0.0,8.287375413878458,104,0.3561643835616438,188,0.6438356164383562,1.94751953195656,1.7318825024291569,1.8912091097423016,54,1.94751953195656,1.7318825024291569,1.8912091097423016,35,0.6481481481481481,SufficientBaseline,1.3054022140453154,0.9744884369599248,1.758028449864075,28,1.3054022140453154,0.9744884369599248,1.758028449864075,1.603510592140069,1.6382273846687896,1.5215054242867287,210,1.603510592140069,1.6382273846687896,1.5215054242867287,-0.6421173179112445,-0.3297103353136317,Decrease,0.6421173179112445,True,-0.6421173179112445,-0.3297103353136317,0.6421173179112445,0.2981083780947535,0.6421173179112445,0.2981083780947535,,,NotAffected,SufficientBaseline,Persistent Decrease,Baseline sufficient; inflow decreased >= 20%; no meaningful recovery
4_59,59,4,1.5524339234632838,1.4223450949160918,1.7035882941500493,0.0,9.772084087823734,292,117,0.4006849315068493,LowActivity,1.5524339234632838,1.4223450949160918,1.7035882941500493,0.0,9.772084087823734,117,0.4006849315068493,175,0.5993150684931506,1.4297121483279402,1.459047906949368,1.5029337476298543,54,1.4297121483279402,1.459047906949368,1.5029337476298543,32,0.5925925925925926,SufficientBaseline,0.7333231750802243,0.0,0.8817559898765471,28,0.7333231750802243,0.0,0.8817559898765471,1.6932057178063036,1.4927240496860823,1.8038682340685748,210,1.6932057178063036,1.4927240496860823,1.8038682340685748,-0.696388973247716,-0.4870833433584155,Decrease,0.696388973247716,True,-0.696388973247716,-0.4870833433584155,0.696388973247716,0.9598825427260792,0.696388973247716,0.9598825427260792,,,NotAffected,SufficientBaseline,Persistent Decrease,Baseline sufficient; inflow decreased >= 20%; no meaningful recovery
6_32,32,6,1.4819627539082252,1.4536432019928465,1.5764744378780908,0.0,7.925619952950683,292,125,0.4280821917808219,LowActivity,1.4819627539082252,1.4536432019928465,1.5764744378780908,0.0,7.925619952950683,125,0.4280821917808219,167,0.571917808219178,1.880243470105796,2.174706219434888,1.359530864550144,54,1.880243470105796,2.174706219434888,1.359530864550144,41,0.7592592592592593,SufficientBaseline,1.4944884452958578,1.387338909863649,1.7998026549074524,28,1.4944884452958578,1.387338909863649,1.7998026549074524,1.3778776204152607,1.220020553134578,1.587852648820965,210,1.3778776204152607,1.220020553134578,1.587852648820965,-0.3857550248099384,-0.2051622733667746,Decrease,0.3857550248099384,True,-0.3857550248099384,-0.2051622733667746,0.3857550248099384,-0.116610824880597,0.3857550248099384,-0.116610824880597,,,NotAffected,SufficientBaseline,Persistent Decrease,Baseline sufficient; inflow decreased >= 20%; no meaningful recovery
6_56,56,6,2.2753244243674446,2.197194289736821,1.7712078490588397,0.0,7.611598642100172,292,68,0.2328767123287671,Active,2.2753244243674446,2.197194289736821,1.7712078490588397,0.0,7.611598642100172,68,0.2328767123287671,224,0.7671232876712328,2.4462963098863413,2.514087685396362,1.564166632540125,54,2.4462963098863413,2.514087685396362,1.564166632540125,46,0.8518518518518519,SufficientBaseline,1.8304038993673568,1.5970941258068294,1.5772204546284725,28,1.8304038993673568,1.5970941258068294,1.5772204546284725,2.2906829619006928,2.204476859938961,1.841716558925664,210,2.2906829619006928,2.204476859938961,1.841716558925664,-0.6158924105189845,-0.2517652534690696,Decrease,0.6158924105189845,True,-0.6158924105189845,-0.2517652534690696,0.6158924105189845,0.4602790625333359,0.6158924105189845,0.4602790625333359,,,NotAffected,SufficientBaseline,Persistent Decrease,Baseline sufficient; inflow decreased >= 20%; no meaningful recovery
7_57,57,7,0.9037781702207636,0.0,1.226455129372278,0.0,5.684088398274853,292,170,0.5821917808219178,LowActivity,0.9037781702207636,0.0,1.226455129372278,0.0,5.684088398274853,170,0.5821917808219178,122,0.4178082191780822,1.313832125802014,1.3587196961735253,1.4590951532583112,54,1.313832125802014,1.3587196961735253,1.4590951532583112,30,0.5555555555555556,SufficientBaseline,0.9367528960894096,0.0,1.298091488813853,28,0.9367528960894096,0.0,1.298091488813853,0.7939390943840511,0.0,1.1318469263386488,210,0.7939390943840511,0.0,1.1318469263386488,-0.3770792297126043,-0.2870071619556574,Decrease,0.3770792297126043,True,-0.3770792297126043,-0.2870071619556574,0.3770792297126043,-0.1428138017053586,0.3770792297126043,-0.1428138017053586,,,NotAffected,SufficientBaseline,Persistent Decrease,Baseline sufficient; inflow decreased >= 20%; no meaningful recovery
8_43,43,8,2.384845606379032,2.1417817394492538,1.9358455826774164,0.0,10.057218320943624,292,68,0.2328767123287671,Active,2.384845606379032,2.1417817394492538,1.9358455826774164,0.0,10.057218320943624,68,0.2328767123287671,224,0.7671232876712328,2.2057711811267486,2.1644577373566958,1.8855692421846708,54,2.2057711811267486,2.1644577373566958,1.8855692421846708,41,0.7592592592592593,SufficientBaseline,1.7046962612259142,1.7132431427835368,1.458271403710799,28,1.7046962612259142,1.7132431427835368,1.458271403710799,2.5215798950833683,2.2182227231403364,1.9880739106827428,210,2.5215798950833683,2.2182227231403364,1.9880739106827428,-0.5010749199008344,-0.2271654123456614,Decrease,0.5010749199008344,True,-0.5010749199008344,-0.2271654123456614,0.5010749199008344,0.8168836338574541,0.5010749199008344,0.8168836338574541,,,NotAffected,SufficientBaseline,Persistent Decrease,Baseline sufficient; inflow decreased >= 20%; no meaningful recovery
8_100,100,8,5.674218137957286,5.652220443234629,2.3396266467114843,0.0,13.507907449360868,292,4,0.0136986301369863,Active,5.674218137957286,5.652220443234629,2.3396266467114843,0.0,13.507907449360868,4,0.0136986301369863,288,0.9863013698630136,7.221736491004479,7.223288440483437,2.193889197630374,54,7.221736491004479,7.223288440483437,2.193889197630374,54,1.0,SufficientBaseline,5.402475634607265,5.130257811440504,2.147809646798696,28,5.402475634607265,5.130257811440504,2.147809646798696,5.3125171809537255,5.35716852186372,2.2460806691699458,210,5.3125171809537255,5.35716852186372,2.2460806691699458,-1.8192608563972132,-0.2519145995791063,Decrease,1.8192608563972132,True,-1.8192608563972132,-0.2519145995791063,1.8192608563972132,-0.0899584536535398,1.8192608563972132,-0.0899584536535398,-0.0494478036710412,-0.0494478036710412,Calculated,SufficientBaseline,Persistent Decrease,Baseline sufficient; inflow decreased >= 20%; no meaningful recovery
9_24,24,9,29.706192176475973,27.736442443333228,9.393293481717008,12.504029755340891,60.87805590293397,292,0,0.0,Active,29.6791298378596,27.736442443333228,9.329175142891115,12.504029755340891,59.8637581550696,0,0.0,292,1.0,41.4438896989553,43.93729418358869,11.687094625162272,54,41.31798873279637,43.69223290104756,11.558203054487803,54,1.0,SufficientBaseline,31.294162300926438,31.58195436742076,6.291088780741187,28,31.219285575436466,31.396794232212606,6.2203296448956245,26.47619774934028,26.028020927897643,6.056761019395212,210,26.480926309389424,26.028020927897643,6.05882884941927,-10.09870315735991,-0.2444141998941011,Decrease,10.09870315735991,True,-10.09870315735991,-0.2444141998941011,10.09870315735991,-4.738359266047038,10.09870315735991,-4.738359266047038,-0.4692047277965323,-0.4692047277965323,Calculated,SufficientBaseline,Persistent Decrease,Baseline sufficient; inflow decreased >= 20%; no meaningful recovery
10_94,94,10,1.4287700000297472,1.434740119331317,1.492912477308136,0.0,6.727398865383689,292,122,0.4178082191780822,LowActivity,1.4287700000297472,1.434740119331317,1.492912477308136,0.0,6.727398865383689,122,0.4178082191780822,170,0.5821917808219178,1.8508658827415856,1.753389706274377,1.4632972643580886,54,1.8508658827415856,1.753389706274377,1.4632972643580886,41,0.7592592592592593,SufficientBaseline,1.274551416834789,1.4255583849087283,1.287653191793914,28,1.274551416834789,1.4255583849087283,1.287653191793914,1.3407935365203163,1.3043141213461222,1.5129614935854387,210,1.3407935365203163,1.3043141213461222,1.5129614935854387,-0.5763144659067969,-0.311375595217701,Decrease,0.5763144659067969,True,-0.5763144659067969,-0.311375595217701,0.5763144659067969,0.0662421196855276,0.5763144659067969,0.0662421196855276,,,NotAffected,SufficientBaseline,Persistent Decrease,Baseline sufficient; inflow decreased >= 20%; no meaningful recovery
11_62,62,11,1.4109151583633963,1.2897451029261835,1.6353857418079778,0.0,8.76825238255592,292,123,0.4212328767123288,LowActivity,1.4109151583633963,1.2897451029261835,1.6353857418079778,0.0,8.76825238255592,123,0.4212328767123288,169,0.5787671232876712,1.826880073130704,1.5151537108829711,1.871550104726844,54,1.826880073130704,1.5151537108829711,1.871550104726844,39,0.7222222222222222,SufficientBaseline,1.189389404315213,1.015627541795273,1.476894637672672,28,1.189389404315213,1.015627541795273,1.476894637672672,1.3334895189153704,1.1356205257632437,1.5800236299154014,210,1.3334895189153704,1.1356205257632437,1.5800236299154014,-0.6374906688154913,-0.3489504747419083,Decrease,0.6374906688154913,True,-0.6374906688154913,-0.3489504747419083,0.6374906688154913,0.1441001146001577,0.6374906688154913,0.1441001146001577,,,NotAffected,SufficientBaseline,Persistent Decrease,Baseline sufficient; inflow decreased >= 20%; no meaningful recovery
13_47,47,13,1.976054479934595,1.985072740825228,1.6483016502807308,0.0,6.60853657133392,292,88,0.3013698630136986,LowActivity,1.976054479934595,1.985072740825228,1.6483016502807308,0.0,6.60853657133392,88,0.3013698630136986,204,0.6986301369863014,3.126500850178435,3.0547421628877807,1.5361233215000374,54,3.126500850178435,3.0547421628877807,1.5361233215000374,50,0.925925925925926,SufficientBaseline,2.1028045667187225,2.218529527166509,1.4010522765681332,28,2.1028045667187225,2.218529527166509,1.4010522765681332,1.6633254017292476,1.6201428095630306,1.5774986078198354,210,1.6633254017292476,1.6201428095630306,1.5774986078198354,-1.0236962834597123,-0.3274255573611273,Decrease,1.0236962834597123,True,-1.0236962834597123,-0.3274255573611273,1.0236962834597123,-0.4394791649894749,1.0236962834597123,-0.4394791649894749,-0.4293062035003184,-0.4293062035003184,Calculated,SufficientBaseline,Persistent Decrease,Baseline sufficient; inflow decreased >= 20%; no meaningful recovery
14_48,48,14,2.1073968271046946,2.125182999187831,1.7152309334288107,0.0,8.574504839989874,292,80,0.273972602739726,Active,2.1073968271046946,2.125182999187831,1.7152309334288107,0.0,8.574504839989874,80,0.273972602739726,212,0.726027397260274,2.697278390350464,2.432284560875435,1.639668520942724,54,2.697278390350464,2.432284560875435,1.639668520942724,49,0.9074074074074074,SufficientBaseline,2.0416586565226926,2.166286900362679,1.5392904792882696,28,2.0416586565226926,2.166286900362679,1.5392904792882696,1.964478085966716,2.037830795050428,1.7313066305019045,210,1.964478085966716,2.037830795050428,1.7313066305019045,-0.6556197338277716,-0.2430671361818849,Decrease,0.6556197338277716,True,-0.6556197338277716,-0.2430671361818849,0.6556197338277716,-0.0771805705559767,0.6556197338277716,-0.0771805705559767,,,NotAffected,SufficientBaseline,Persistent Decrease,Baseline sufficient; inflow decreased >= 20%; no meaningful recovery
15_37,37,15,1.87032977219578,1.7033959910064844,1.3938436004368808,0.0,7.018659993107174,292,61,0.2089041095890411,Active,1.87032977219578,1.7033959910064844,1.3938436004368808,0.0,7.018659993107174,61,0.2089041095890411,231,0.791095890410959,2.384936948120889,2.497212654100707,1.4428372327267132,54,2.384936948120889,2.497212654100707,1.4428372327267132,48,0.8888888888888888,SufficientBaseline,1.8968114265142693,1.7486040129622469,1.5590940800898343,28,1.8968114265142693,1.7486040129622469,1.5590940800898343,1.734471325429715,1.6369123812568738,1.3326836644774405,210,1.734471325429715,1.6369123812568738,1.3326836644774405,-0.48812552160662,-0.2046701997682655,Decrease,0.48812552160662,True,-0.48812552160662,-0.2046701997682655,0.48812552160662,-0.1623401010845544,0.48812552160662,-0.1623401010845544,,,NotAffected,SufficientBaseline,Persistent Decrease,Baseline sufficient; inflow decreased >= 20%; no meaningful recovery
15_93,93,15,1.6431204528162435,1.7051301427367809,1.3940824543967942,0.0,5.584585328533287,292,95,0.3253424657534247,LowActivity,1.6431204528162435,1.7051301427367809,1.3940824543967942,0.0,5.584585328533287,95,0.3253424657534247,197,0.6746575342465754,1.917380573594708,2.021750354276581,1.3535125666814296,54,1.917380573594708,2.021750354276581,1.3535125666814296,42,0.7777777777777778,SufficientBaseline,1.3554233899189214,1.478308728060561,1.298050598160172,28,1.3554233899189214,1.478308728060561,1.298050598160172,1.6109560301452337,1.7344965607962206,1.4114414695931234,210,1.6109560301452337,1.7344965607962206,1.4114414695931234,-0.5619571836757862,-0.2930858857207613,Decrease,0.5619571836757862,True,-0.5619571836757862,-0.2930858857207613,0.5619571836757862,0.2555326402263123,0.5619571836757862,0.2555326402263123,,,NotAffected,SufficientBaseline,Persistent Decrease,Baseline sufficient; inflow decreased >= 20%; no meaningful recovery
15_99,99,15,0.963525600879907,1.037612967215339,0.9831348409437436,0.0,4.183851252019695,292,123,0.4212328767123288,LowActivity,0.963525600879907,1.037612967215339,0.9831348409437436,0.0,4.183851252019695,123,0.4212328767123288,169,0.5787671232876712,1.32207090686986,1.175679575432465,1.0621782247978342,54,1.32207090686986,1.175679575432465,1.0621782247978342,40,0.7407407407407407,SufficientBaseline,0.7339825709994627,0.0,0.9677873551239198,28,0.7339825709994627,0.0,0.9677873551239198,0.9019339737998832,0.9917320969133409,0.9458268960653896,210,0.9019339737998832,0.9917320969133409,0.9458268960653896,-0.5880883358703972,-0.444823596687985,Decrease,0.5880883358703972,True,-0.5880883358703972,-0.444823596687985,0.5880883358703972,0.1679514028004204,0.5880883358703972,0.1679514028004204,,,NotAffected,SufficientBaseline,Persistent Decrease,Baseline sufficient; inflow decreased >= 20%; no meaningful recovery
16_36,36,16,2.577889358109541,2.1679391747775743,2.219921933093401,0.0,10.666311972804372,292,60,0.2054794520547945,Active,2.577889358109541,2.1679391747775743,2.219921933093401,0.0,10.666311972804372,60,0.2054794520547945,232,0.7945205479452054,2.0964339140328385,1.6696088854420212,1.8581074077955948,54,2.0964339140328385,1.6696088854420212,1.8581074077955948,41,0.7592592592592593,SufficientBaseline,1.5083499228622657,1.2038769991060474,1.6416050381660927,28,1.5083499228622657,1.2038769991060474,1.6416050381660927,2.8442974446193783,2.4452921689739355,2.313746230293189,210,2.8442974446193783,2.4452921689739355,2.313746230293189,-0.5880839911705729,-0.2805163507583674,Decrease,0.5880839911705729,True,-0.5880839911705729,-0.2805163507583674,0.5880839911705729,1.3359475217571126,0.5880839911705729,1.3359475217571126,,,NotAffected,SufficientBaseline,Persistent Decrease,Baseline sufficient; inflow decreased >= 20%; no meaningful recovery
17_49,49,17,1.0464386492183806,1.0074354794541915,1.1905613513251605,0.0,5.053491541248692,292,142,0.4863013698630137,LowActivity,1.0464386492183806,1.0074354794541915,1.1905613513251605,0.0,5.053491541248692,142,0.4863013698630137,150,0.5136986301369864,1.186390918213789,1.0761156157946286,1.2840106832033076,54,1.186390918213789,1.0761156157946286,1.2840106832033076,30,0.5555555555555556,SufficientBaseline,0.8023052828006164,0.0,1.0543510096609123,28,0.8023052828006164,0.0,1.0543510096609123,1.0430020384276442,1.0074354794541915,1.1827104697841375,210,1.0430020384276442,1.0074354794541915,1.1827104697841375,-0.3840856354131726,-0.3237428991714179,Decrease,0.3840856354131726,True,-0.3840856354131726,-0.3237428991714179,0.3840856354131726,0.2406967556270277,0.3840856354131726,0.2406967556270277,,,NotAffected,SufficientBaseline,Persistent Decrease,Baseline sufficient; inflow decreased >= 20%; no meaningful recovery
