grid_id,x,y,mean_activity,median_activity,std_activity,min_activity,max_activity,valid_days,zero_activity_days,zero_activity_ratio,activity_class,mean_inflow,median_inflow,std_inflow,min_inflow,max_inflow,zero_inflow_days,zero_inflow_ratio,inflow_active_days,inflow_active_ratio,pre_activity_mean,pre_activity_median,pre_activity_std,pre_days,pre_mean_inflow,pre_median_inflow,pre_std_inflow,pre_active_days,pre_active_ratio,baseline_class,january_activity_mean,january_activity_median,january_activity_std,january_days,january_mean_inflow,january_median_inflow,january_std_inflow,post_activity_mean,post_activity_median,post_activity_std,post_days,post_mean_inflow,post_median_inflow,post_std_inflow,impact_change,impact_ratio,impact_class,impact_magnitude,affected_by_earthquake,inflow_change,inflow_impact_ratio,activity_loss,activity_recovered,inflow_loss,inflow_recovered,recovery_ratio,inflow_recovery_ratio,recovery_status,baseline_classification,final_class,classification_reason
5_68,68,5,2.078094751549393,1.7674538769912869,1.5639160988369527,0.0,7.886673288859828,292,60,0.2054794520547945,Active,2.078094751549393,1.7674538769912869,1.5639160988369527,0.0,7.886673288859828,60,0.2054794520547945,232,0.7945205479452054,2.8061510065962403,2.4185759680071865,1.754771909451217,54,2.8061510065962403,2.4185759680071865,1.754771909451217,49,0.9074074074074074,SufficientBaseline,1.6754740124698737,1.461982028542177,1.382062770672983,28,1.6754740124698737,1.461982028542177,1.382062770672983,1.9445630511765208,1.6573090254946097,1.4836575978946525,210,1.9445630511765208,1.6573090254946097,1.4836575978946525,-1.1306769941263668,-0.4029280646225226,Decrease,1.1306769941263668,True,-1.1306769941263668,-0.4029280646225226,1.1306769941263668,0.2690890387066473,1.1306769941263668,0.2690890387066473,0.2379893109212527,0.2379893109212527,Calculated,SufficientBaseline,Partial Recovery,Baseline sufficient; inflow decreased >= 20%; some lost inflow recovered
42_45,45,42,38.05341099522825,38.66750337385463,7.617096192739464,15.119003828894629,57.62847060281392,292,0,0.0,Active,38.00215086317942,38.51351310960538,7.694838627753338,13.98630973096441,57.31124966371586,0,0.0,292,1.0,39.80459363404854,39.63275521783678,6.144555150432211,54,39.65669726795085,39.59218732236129,6.18737640963423,54,1.0,SufficientBaseline,28.031357276549866,26.8532457901709,8.030845230223226,28,27.975379956494663,26.862907713885186,8.177310085343498,38.93938071726015,39.00974531553936,6.9166844060601695,210,38.91359886093903,38.74847040595361,7.005976814340475,-11.681317311456183,-0.2945610228841879,Decrease,11.681317311456183,True,-11.681317311456183,-0.2945610228841879,11.681317311456183,10.93821890444437,11.681317311456183,10.93821890444437,0.936385735683848,0.936385735683848,Calculated,SufficientBaseline,Partial Recovery,Baseline sufficient; inflow decreased >= 20%; some lost inflow recovered
42_47,47,42,91.63111853161963,92.91482644853372,15.420815031121943,47.67164725201953,128.66841251240868,292,0,0.0,Active,91.01814323164912,92.09821781346984,15.273586939170787,47.27766669621772,128.41953743985084,0,0.0,292,1.0,99.29026490814118,100.86117777607828,11.793316824579234,54,98.67758666131895,100.12359019748334,11.65756606215707,54,1.0,SufficientBaseline,73.83456806283213,76.29571508200465,13.138712848642822,28,73.29360459205803,75.50940697065988,13.044719142231404,92.03449714492388,93.0755385041557,14.689442219387631,210,91.4118438826319,92.50753371446731,14.5245342674744,-25.383982069260934,-0.257241618163847,Decrease,25.383982069260934,True,-25.383982069260934,-0.257241618163847,25.383982069260934,18.118239290573868,25.383982069260934,18.118239290573868,0.7137666281491108,0.7137666281491108,Calculated,SufficientBaseline,Partial Recovery,Baseline sufficient; inflow decreased >= 20%; some lost inflow recovered
43_36,36,43,6.828970228665978,6.739076163493498,4.039084347422315,0.0,19.19920762053062,292,14,0.047945205479452,Active,6.828970228665978,6.739076163493498,4.039084347422315,0.0,19.19920762053062,14,0.047945205479452,278,0.952054794520548,7.983111889336046,7.859016121852798,4.694187509762789,54,7.983111889336046,7.859016121852798,4.694187509762789,51,0.9444444444444444,SufficientBaseline,3.816029384342966,2.9174158487662263,2.8240368214579314,28,3.816029384342966,2.9174158487662263,2.8240368214579314,6.933916390403411,6.942668678413744,3.8112179956069463,210,6.933916390403411,6.942668678413744,3.8112179956069463,-4.16708250499308,-0.5219872353987081,Decrease,4.16708250499308,True,-4.16708250499308,-0.5219872353987081,4.16708250499308,3.117887006060445,4.16708250499308,3.117887006060445,0.7482182083806912,0.7482182083806912,Calculated,SufficientBaseline,Partial Recovery,Baseline sufficient; inflow decreased >= 20%; some lost inflow recovered
43_44,44,43,35.578362684072154,32.3566229760901,12.789084151874397,16.82126540984968,96.61666663820012,292,0,0.0,Active,35.55073235028318,32.686931285423086,12.808494655519327,16.82126540984968,96.56626670776808,0,0.0,292,1.0,55.71633401708102,53.35566975583463,14.446932367004958,54,55.72707392777494,53.40350932765851,14.457230295300372,54,1.0,SufficientBaseline,30.567207667098803,28.987044042113062,10.155330636950238,28,30.46457245510741,29.011943340955995,9.983475559647609,31.068181200704416,31.066608696473352,5.735749550671672,210,31.040684883046826,31.043627351840065,5.784663828653791,-25.262501472667527,-0.4533254608955242,Decrease,25.262501472667527,True,-25.262501472667527,-0.4533254608955242,25.262501472667527,0.5761124279394139,25.262501472667527,0.5761124279394139,0.0228050428245489,0.0228050428245489,Calculated,SufficientBaseline,Partial Recovery,Baseline sufficient; inflow decreased >= 20%; some lost inflow recovered
43_45,45,43,228.7511494119418,221.81057983721053,32.64860474196904,175.4370833226916,373.4113325569791,292,0,0.0,Active,229.2390563924276,222.5481069788568,32.71207359667289,176.45005520880008,373.25951876138737,0,0.0,292,1.0,275.1840214328653,267.3089143931496,32.39980415311524,54,275.9422126042196,268.3052146412722,32.33257712689095,54,1.0,SufficientBaseline,204.74912128193293,193.4759988417304,40.67748535400575,28,205.11664352137652,193.8007324378609,40.51808016350534,220.01153845246745,219.0054849887406,17.123020415880912,210,220.4459950826784,219.65398038010864,17.132645956864657,-70.82556908284306,-0.2566681205257539,Decrease,70.82556908284306,True,-70.82556908284306,-0.2566681205257539,70.82556908284306,15.32935156130182,70.82556908284306,15.32935156130182,0.2164380994012406,0.2164380994012406,Calculated,SufficientBaseline,Partial Recovery,Baseline sufficient; inflow decreased >= 20%; some lost inflow recovered
44_48,48,44,2.980151552283352,2.7517662933573286,2.1274346440268643,0.0,9.738079198731832,292,48,0.1643835616438356,Active,2.980151552283352,2.7517662933573286,2.1274346440268643,0.0,9.738079198731832,48,0.1643835616438356,244,0.8356164383561644,3.640812144439991,3.580019996987131,2.2034061421987188,54,3.640812144439991,3.580019996987131,2.2034061421987188,49,0.9074074074074074,SufficientBaseline,2.4038307054094816,2.0916452991827192,1.7647338207157115,28,2.4038307054094816,2.0916452991827192,1.7647338207157115,2.887110179597684,2.6263821959906526,2.1218520327411707,210,2.887110179597684,2.6263821959906526,2.1218520327411707,-1.2369814390305094,-0.3397542608507132,Decrease,1.2369814390305094,True,-1.2369814390305094,-0.3397542608507132,1.2369814390305094,0.4832794741882025,1.2369814390305094,0.4832794741882025,0.390692583525728,0.390692583525728,Calculated,SufficientBaseline,Partial Recovery,Baseline sufficient; inflow decreased >= 20%; some lost inflow recovered
45_44,44,45,2.1703682232981936,1.974494535922685,1.7479929708305455,0.0,8.215107006114101,292,68,0.2328767123287671,Active,2.1703682232981936,1.974494535922685,1.7479929708305455,0.0,8.215107006114101,68,0.2328767123287671,224,0.7671232876712328,2.5897322322082337,2.237117612918256,1.732468977371811,54,2.5897322322082337,2.237117612918256,1.732468977371811,47,0.8703703703703703,SufficientBaseline,1.246519863126199,1.2333116279583156,1.16124109497269,28,1.246519863126199,1.2333116279583156,1.16124109497269,2.1857115452204496,2.018353525447217,1.7773355843574117,210,2.1857115452204496,2.018353525447217,1.7773355843574117,-1.3432123690820348,-0.5186684369822643,Decrease,1.3432123690820348,True,-1.3432123690820348,-0.5186684369822643,1.3432123690820348,0.9391916820942507,1.3432123690820348,0.9391916820942507,0.6992130981760569,0.6992130981760569,Calculated,SufficientBaseline,Partial Recovery,Baseline sufficient; inflow decreased >= 20%; some lost inflow recovered
45_47,47,45,2.634260294763503,2.517472781918056,1.982682125620868,0.0,10.083497715099725,292,60,0.2054794520547945,Active,2.634260294763503,2.517472781918056,1.982682125620868,0.0,10.083497715099725,60,0.2054794520547945,232,0.7945205479452054,3.380363983202088,2.9210552538764616,1.989921345431444,54,3.380363983202088,2.9210552538764616,1.989921345431444,51,0.9444444444444444,SufficientBaseline,1.1041795886352752,0.4575513426078743,1.3249219555475504,28,1.1041795886352752,0.4575513426078743,1.3249219555475504,2.6464158214106783,2.548764404238758,1.945453422616928,210,2.6464158214106783,2.548764404238758,1.945453422616928,-2.2761843945668128,-0.6733548238822115,Decrease,2.2761843945668128,True,-2.2761843945668128,-0.6733548238822115,2.2761843945668128,1.5422362327754031,2.2761843945668128,1.5422362327754031,0.6775532933345282,0.6775532933345282,Calculated,SufficientBaseline,Partial Recovery,Baseline sufficient; inflow decreased >= 20%; some lost inflow recovered
46_47,47,46,2.06162501392569,2.011363167267703,1.606202027742378,0.0,10.642989880651012,292,67,0.2294520547945205,Active,2.06162501392569,2.011363167267703,1.606202027742378,0.0,10.642989880651012,67,0.2294520547945205,225,0.7705479452054794,2.754533459357252,2.5244282549606085,1.4414620878507165,54,2.754533459357252,2.5244282549606085,1.4414620878507165,49,0.9074074074074074,SufficientBaseline,1.1517976920935116,1.287494956123187,0.9737969814765712,28,1.1517976920935116,1.287494956123187,0.9737969814765712,2.004758866106628,1.967363264403893,1.6445286630258171,210,2.004758866106628,1.967363264403893,1.6445286630258171,-1.60273576726374,-0.5818538024358308,Decrease,1.60273576726374,True,-1.60273576726374,-0.5818538024358308,1.60273576726374,0.8529611740131164,1.60273576726374,0.8529611740131164,0.5321907649626667,0.5321907649626667,Calculated,SufficientBaseline,Partial Recovery,Baseline sufficient; inflow decreased >= 20%; some lost inflow recovered
47_51,51,47,6.859510923709641,6.810528763968528,2.434976094094934,1.3701162455183644,13.326643196182726,292,0,0.0,Active,6.859510923709641,6.810528763968528,2.434976094094934,1.3701162455183644,13.326643196182726,0,0.0,292,1.0,7.28177633865967,7.143409639575292,2.177517923581664,54,7.28177633865967,7.143409639575292,2.177517923581664,54,1.0,SufficientBaseline,5.751241238872472,5.747735990704364,2.1796424021660807,28,5.751241238872472,5.747735990704364,2.1796424021660807,6.8986976797484,6.845074913032601,2.4954038908646567,210,6.8986976797484,6.845074913032601,2.4954038908646567,-1.5305350997871976,-0.210187051703502,Decrease,1.5305350997871976,True,-1.5305350997871976,-0.210187051703502,1.5305350997871976,1.1474564408759278,1.5305350997871976,1.1474564408759278,0.7497093278262404,0.7497093278262404,Calculated,SufficientBaseline,Partial Recovery,Baseline sufficient; inflow decreased >= 20%; some lost inflow recovered
48_42,42,48,1.2887525743706518,0.9871757171381708,1.6076630938850474,0.0,10.321558813392905,292,143,0.4897260273972603,LowActivity,1.2887525743706518,0.9871757171381708,1.6076630938850474,0.0,10.321558813392905,143,0.4897260273972603,149,0.5102739726027398,2.285877007888459,2.064621432547181,2.012406086130773,54,2.285877007888459,2.064621432547181,2.012406086130773,42,0.7777777777777778,SufficientBaseline,0.2449347801395939,0.0,0.8014493822736591,28,0.2449347801395939,0.0,0.8014493822736591,1.1715248545064043,0.0,1.4394455189301874,210,1.1715248545064043,0.0,1.4394455189301874,-2.040942227748865,-0.8928486618946098,Decrease,2.040942227748865,True,-2.040942227748865,-0.8928486618946098,2.040942227748865,0.9265900743668104,2.040942227748865,0.9265900743668104,0.4540011283851127,0.4540011283851127,Calculated,SufficientBaseline,Partial Recovery,Baseline sufficient; inflow decreased >= 20%; some lost inflow recovered
49_43,43,49,1.8264971373894612,1.585468503764059,1.8665785031419484,0.0,9.238250665511476,292,99,0.339041095890411,LowActivity,1.8264971373894612,1.585468503764059,1.8665785031419484,0.0,9.238250665511476,99,0.339041095890411,193,0.660958904109589,2.4358948474075586,2.0608877833431407,2.186090234303221,54,2.4358948474075586,2.0608877833431407,2.186090234303221,41,0.7592592592592593,SufficientBaseline,0.9749052123095442,0.5241527061114266,1.2290848612335348,28,0.9749052123095442,0.5241527061114266,1.2290848612335348,1.7833404591097493,1.6386505267141849,1.802513936135161,210,1.7833404591097493,1.6386505267141849,1.802513936135161,-1.4609896350980145,-0.5997753296505786,Decrease,1.4609896350980145,True,-1.4609896350980145,-0.5997753296505786,1.4609896350980145,0.8084352468002051,1.4609896350980145,0.8084352468002051,0.5533476948629886,0.5533476948629886,Calculated,SufficientBaseline,Partial Recovery,Baseline sufficient; inflow decreased >= 20%; some lost inflow recovered
49_47,47,49,2.356618020491549,2.2457665369275643,1.8646050467107944,0.0,7.277107887419911,292,70,0.2397260273972602,Active,2.356618020491549,2.2457665369275643,1.8646050467107944,0.0,7.277107887419911,70,0.2397260273972602,222,0.7602739726027398,2.8367712046701428,2.450002979165117,2.142395358913433,54,2.8367712046701428,2.450002979165117,2.142395358913433,43,0.7962962962962963,SufficientBaseline,1.697896017873899,1.510694922966454,1.5815285258509817,28,1.697896017873899,1.510694922966454,1.5815285258509817,2.320979659194645,2.2000956842482964,1.7985549878310871,210,2.320979659194645,2.2000956842482964,1.7985549878310871,-1.1388751867962434,-0.4014688195231701,Decrease,1.1388751867962434,True,-1.1388751867962434,-0.4014688195231701,1.1388751867962434,0.6230836413207457,1.1388751867962434,0.6230836413207457,0.5471044136746319,0.5471044136746319,Calculated,SufficientBaseline,Partial Recovery,Baseline sufficient; inflow decreased >= 20%; some lost inflow recovered
50_42,42,50,0.7518085469295863,0.0,1.140303452583569,0.0,6.315020534935014,292,187,0.6404109589041096,LowActivity,0.7518085469295863,0.0,1.140303452583569,0.0,6.315020534935014,187,0.6404109589041096,105,0.3595890410958904,1.6568460945498356,1.6447045949022747,1.3156339244242363,54,1.6568460945498356,1.6447045949022747,1.3156339244242363,42,0.7777777777777778,SufficientBaseline,0.1497782520086754,0.0,0.5499975503510339,28,0.1497782520086754,0.0,0.5499975503510339,0.5993553121024056,0.0,1.0241580841273064,210,0.5993553121024056,0.0,1.0241580841273064,-1.50706784254116,-0.9096003832212488,Decrease,1.50706784254116,True,-1.50706784254116,-0.9096003832212488,1.50706784254116,0.4495770600937301,1.50706784254116,0.4495770600937301,0.2983124232388042,0.2983124232388042,Calculated,SufficientBaseline,Partial Recovery,Baseline sufficient; inflow decreased >= 20%; some lost inflow recovered
50_45,45,50,15.889385499162174,15.630100270446825,5.032606860546111,2.4163475466313056,32.89298904486196,292,0,0.0,Active,15.82970117161322,15.547009660825998,5.034281021408755,2.4163475466313056,32.99419824192307,0,0.0,292,1.0,16.960788218331622,16.759541743756138,4.392397377207207,54,16.849322245561364,16.884949501536713,4.430291428254843,54,1.0,SufficientBaseline,11.290316165431609,10.642308274951514,5.943969454113988,28,11.33086418889148,10.642308274951514,5.976003667657284,16.227091187301724,15.783370994760196,4.749994068543128,210,16.16735782648469,15.573708701115816,4.754153619309551,-5.518458056669884,-0.3275181028793972,Decrease,5.518458056669884,True,-5.518458056669884,-0.3275181028793972,5.518458056669884,4.836493637593209,5.518458056669884,4.836493637593209,0.8764212009816006,0.8764212009816006,Calculated,SufficientBaseline,Partial Recovery,Baseline sufficient; inflow decreased >= 20%; some lost inflow recovered
51_36,36,51,1.408463413574153,1.4166523056729972,1.542004876266013,0.0,8.349719175546827,292,137,0.4691780821917808,LowActivity,1.408463413574153,1.4166523056729972,1.542004876266013,0.0,8.349719175546827,137,0.4691780821917808,155,0.5308219178082192,2.8804458834437647,3.0836656786010845,1.5755249668014446,54,2.8804458834437647,3.0836656786010845,1.5755249668014446,49,0.9074074074074074,SufficientBaseline,0.7372657399994174,0.0,1.148088060922746,28,0.7372657399994174,0.0,1.148088060922746,1.1194466587509797,0.0,1.344179158115453,210,1.1194466587509797,0.0,1.344179158115453,-2.143180143444347,-0.7440445785712984,Decrease,2.143180143444347,True,-2.143180143444347,-0.7440445785712984,2.143180143444347,0.3821809187515621,2.143180143444347,0.3821809187515621,0.1783242159650432,0.1783242159650432,Calculated,SufficientBaseline,Partial Recovery,Baseline sufficient; inflow decreased >= 20%; some lost inflow recovered
51_46,46,51,9.435570407143487,9.535451728573898,3.0866168823147357,1.33147388433665,20.22235592508608,292,0,0.0,Active,9.435570407143487,9.535451728573898,3.0866168823147357,1.33147388433665,20.22235592508608,0,0.0,292,1.0,10.026352777276625,9.824623151289805,2.9393301799714533,54,10.026352777276625,9.824623151289805,2.9393301799714533,54,1.0,SufficientBaseline,6.879415623905438,7.280098778278335,2.9591222065600538,28,6.879415623905438,7.280098778278335,2.9591222065600538,9.624475578302896,9.845166837764172,2.990255442121465,210,9.624475578302896,9.845166837764172,2.990255442121465,-3.1469371533711863,-0.3138665897038148,Decrease,3.1469371533711863,True,-3.1469371533711863,-0.3138665897038148,3.1469371533711863,2.745059954397459,3.1469371533711863,2.745059954397459,0.8722957658867727,0.8722957658867727,Calculated,SufficientBaseline,Partial Recovery,Baseline sufficient; inflow decreased >= 20%; some lost inflow recovered
